

TEMP PH ORP EC TDS SAL SG DO SAT TIME
14.481 7.39 61.30 15630.00 8440.00 9.05 1.01 6.85 67.10 11:50:4 D/M/Y:26/10/2017
14.457 7.40 63.10 15730.00 8498.00 9.11 1.01 6.72 65.90 11:55:5 D/M/Y:26/10/2017
13.831 7.39 65.20 15730.00 8498.00 9.10 1.01 6.82 66.00 12:0:6 D/M/Y:26/10/2017
14.234 7.39 66.60 15730.00 8495.00 9.10 1.01 6.76 65.90 12:5:6 D/M/Y:26/10/2017
14.389 7.42 68.40 15710.00 8488.00 9.10 1.01 7.31 71.50 12:10:7 D/M/Y:26/10/2017
14.520 7.43 69.30 15750.00 8508.00 9.12 1.01 7.38 72.40 12:15:8 D/M/Y:26/10/2017
14.480 7.42 69.40 15760.00 8511.00 9.13 1.01 7.40 72.60 12:20:8 D/M/Y:26/10/2017
14.443 7.42 70.20 15650.00 8451.00 9.06 1.01 7.19 70.40 12:25:9 D/M/Y:26/10/2017
14.610 7.44 70.70 15750.00 8508.00 9.13 1.01 7.37 72.40 12:30:10 D/M/Y:26/10/2017
14.644 7.44 71.60 15740.00 8500.00 9.12 1.01 6.95 68.30 12:35:10 D/M/Y:26/10/2017
14.503 7.44 71.30 15730.00 8496.00 9.11 1.01 7.38 72.30 12:40:11 D/M/Y:26/10/2017
14.511 7.45 73.10 15770.00 8518.00 9.14 1.01 7.05 69.20 12:45:12 D/M/Y:26/10/2017
14.539 7.45 70.10 15800.00 8532.00 9.15 1.01 7.15 70.20 12:50:12 D/M/Y:26/10/2017
14.474 7.46 69.80 15740.00 8504.00 9.12 1.01 7.51 73.70 12:55:13 D/M/Y:26/10/2017
14.489 7.45 71.60 15780.00 8522.00 9.14 1.01 7.41 72.70 13:0:14 D/M/Y:26/10/2017
14.535 7.46 70.10 15790.00 8531.00 9.15 1.01 7.29 71.60 13:5:14 D/M/Y:26/10/2017
14.539 7.47 71.30 15730.00 8498.00 9.11 1.01 7.50 73.60 13:10:15 D/M/Y:26/10/2017
14.523 7.47 72.90 15740.00 8502.00 9.12 1.01 7.37 72.30 13:15:16 D/M/Y:26/10/2017
14.309 7.48 73.90 15730.00 8496.00 9.11 1.01 7.57 74.30 13:20:16 D/M/Y:26/10/2017
14.589 7.48 75.40 15730.00 8497.00 9.11 1.01 7.35 72.30 13:25:17 D/M/Y:26/10/2017
14.669 7.48 75.60 15730.00 8497.00 9.11 1.01 7.59 74.70 13:30:18 D/M/Y:26/10/2017
14.481 7.49 76.60 15730.00 8497.00 9.11 1.01 7.63 75.10 13:35:18 D/M/Y:26/10/2017
14.656 7.50 77.80 15780.00 8522.00 9.14 1.01 7.41 72.90 13:40:19 D/M/Y:26/10/2017
14.651 7.50 77.60 15770.00 8518.00 9.14 1.01 7.19 70.80 13:45:20 D/M/Y:26/10/2017
14.745 7.50 78.40 15800.00 8536.00 9.16 1.01 7.56 74.40 13:50:20 D/M/Y:26/10/2017
14.540 7.50 79.60 15890.00 8585.00 9.21 1.01 7.55 74.20 13:55:21 D/M/Y:26/10/2017
14.580 7.50 80.30 15930.00 8603.00 9.23 1.01 7.40 72.70 14:0:22 D/M/Y:26/10/2017
14.576 7.50 81.10 15940.00 8608.00 9.24 1.01 7.26 71.40 14:5:22 D/M/Y:26/10/2017
14.601 7.50 81.60 15910.00 8593.00 9.22 1.01 7.25 71.30 14:10:23 D/M/Y:26/10/2017
14.591 7.50 82.70 15910.00 8591.00 9.22 1.01 7.14 70.20 14:15:24 D/M/Y:26/10/2017
14.444 7.50 83.50 15880.00 8578.00 9.21 1.01 7.33 72.00 14:20:24 D/M/Y:26/10/2017
14.457 7.51 84.20 15960.00 8620.00 9.25 1.01 7.29 71.40 14:25:25 D/M/Y:26/10/2017
14.478 7.50 84.90 15950.00 8615.00 9.25 1.01 7.26 71.20 14:30:25 D/M/Y:26/10/2017
14.493 7.50 85.40 15950.00 8617.00 9.25 1.01 7.03 68.90 14:35:26 D/M/Y:26/10/2017
14.472 7.50 86.20 15930.00 8603.00 9.23 1.01 7.56 74.10 14:40:27 D/M/Y:26/10/2017
14.315 7.50 86.70 15930.00 8603.00 9.23 1.01 7.29 71.40 14:45:27 D/M/Y:26/10/2017
14.322 7.50 86.90 15970.00 8626.00 9.26 1.01 7.25 70.90 14:50:28 D/M/Y:26/10/2017
14.315 7.50 87.60 15970.00 8625.00 9.26 1.01 7.38 72.10 14:55:29 D/M/Y:26/10/2017
14.311 7.50 88.10 16000.00 8642.00 9.28 1.01 7.62 74.50 15:0:29 D/M/Y:26/10/2017
14.277 7.51 88.30 15990.00 8635.00 9.27 1.01 7.49 73.20 15:5:30 D/M/Y:26/10/2017
14.243 7.51 88.40 15990.00 8638.00 9.27 1.01 7.64 74.60 15:10:31 D/M/Y:26/10/2017
14.060 7.51 88.30 16040.00 8665.00 9.30 1.01 7.57 73.80 15:15:31 D/M/Y:26/10/2017
14.283 7.50 88.70 16060.00 8675.00 9.31 1.01 7.29 71.20 15:20:32 D/M/Y:26/10/2017
14.110 7.51 88.40 16070.00 8680.00 9.32 1.01 7.59 74.10 15:25:33 D/M/Y:26/10/2017
14.136 7.52 88.80 16130.00 8714.00 9.36 1.01 7.49 72.90 15:30:33 D/M/Y:26/10/2017
14.290 7.51 88.90 16140.00 8719.00 9.36 1.01 7.33 71.60 15:35:34 D/M/Y:26/10/2017
14.098 7.51 89.40 16100.00 8698.00 9.34 1.01 7.44 72.60 15:40:35 D/M/Y:26/10/2017
14.259 7.52 89.70 16180.00 8741.00 9.39 1.01 7.19 70.00 15:45:35 D/M/Y:26/10/2017
14.120 7.51 89.90 16160.00 8730.00 9.38 1.01 7.44 72.70 15:50:36 D/M/Y:26/10/2017
14.312 7.51 90.50 16150.00 8722.00 9.37 1.01 7.10 69.40 15:55:37 D/M/Y:26/10/2017
14.272 7.51 91.10 16180.00 8737.00 9.39 1.01 6.91 67.50 16:0:37 D/M/Y:26/10/2017
14.189 7.52 91.10 16150.00 8723.00 9.37 1.01 6.94 67.70 16:5:38 D/M/Y:26/10/2017
14.218 7.52 91.70 16170.00 8736.00 9.38 1.01 7.11 69.30 16:10:39 D/M/Y:26/10/2017
14.007 7.52 92.20 16100.00 8697.00 9.34 1.01 7.64 74.20 16:15:39 D/M/Y:26/10/2017
13.992 7.51 92.80 16070.00 8678.00 9.31 1.01 7.66 74.30 16:20:40 D/M/Y:26/10/2017
13.983 7.52 93.10 16070.00 8679.00 9.31 1.01 7.41 71.90 16:25:41 D/M/Y:26/10/2017
13.975 7.52 93.50 16020.00 8654.00 9.28 1.01 7.65 74.20 16:30:41 D/M/Y:26/10/2017
13.970 7.52 93.80 16020.00 8652.00 9.28 1.01 7.74 75.10 16:35:42 D/M/Y:26/10/2017
13.996 7.51 94.10 16010.00 8650.00 9.28 1.01 7.47 72.50 16:40:43 D/M/Y:26/10/2017
14.128 7.51 94.40 16030.00 8657.00 9.29 1.01 7.49 72.70 16:45:43 D/M/Y:26/10/2017
13.966 7.51 94.50 15950.00 8618.00 9.24 1.01 7.52 73.20 16:50:44 D/M/Y:26/10/2017
13.970 7.50 94.80 15990.00 8637.00 9.26 1.01 7.60 73.70 16:55:45 D/M/Y:26/10/2017
13.927 7.50 95.10 16000.00 8643.00 9.27 1.01 7.76 75.20 17:0:45 D/M/Y:26/10/2017
13.941 7.50 95.40 15940.00 8611.00 9.23 1.01 7.57 73.40 17:5:46 D/M/Y:26/10/2017
13.944 7.50 95.40 15980.00 8634.00 9.26 1.01 7.66 74.30 17:10:47 D/M/Y:26/10/2017
13.919 7.50 95.80 15950.00 8614.00 9.24 1.01 7.78 75.30 17:15:47 D/M/Y:26/10/2017
13.930 7.49 95.30 15900.00 8588.00 9.21 1.01 7.66 74.20 17:20:48 D/M/Y:26/10/2017
13.803 7.48 95.30 15880.00 8578.00 9.20 1.01 7.50 72.60 17:25:49 D/M/Y:26/10/2017
13.801 7.48 95.00 15930.00 8602.00 9.22 1.01 7.63 74.00 17:30:49 D/M/Y:26/10/2017
13.763 7.48 94.60 15900.00 8588.00 9.20 1.01 7.61 73.50 17:35:50 D/M/Y:26/10/2017
13.888 7.47 94.40 15850.00 8561.00 9.17 1.01 7.57 73.30 17:40:51 D/M/Y:26/10/2017
13.859 7.46 94.50 15830.00 8550.00 9.16 1.01 7.59 73.50 17:45:51 D/M/Y:26/10/2017
13.807 7.45 94.40 15850.00 8562.00 9.18 1.01 7.45 72.10 17:50:52 D/M/Y:26/10/2017
13.831 7.45 94.80 15900.00 8586.00 9.20 1.01 7.39 71.40 17:55:53 D/M/Y:26/10/2017
13.672 7.44 94.70 15790.00 8527.00 9.13 1.01 7.40 71.50 18:0:53 D/M/Y:26/10/2017
13.510 7.42 94.60 15780.00 8523.00 9.13 1.01 7.43 71.50 18:5:54 D/M/Y:26/10/2017
13.523 7.41 94.50 15790.00 8530.00 9.13 1.01 7.41 71.20 18:10:55 D/M/Y:26/10/2017
13.449 7.40 94.50 15770.00 8518.00 9.12 1.01 7.23 69.50 18:15:55 D/M/Y:26/10/2017
13.438 7.40 94.20 15730.00 8498.00 9.09 1.01 7.22 69.20 18:20:56 D/M/Y:26/10/2017
13.429 7.38 93.80 15710.00 8484.00 9.08 1.01 7.11 68.10 18:25:57 D/M/Y:26/10/2017
13.416 7.38 93.50 15700.00 8479.00 9.07 1.01 7.08 67.80 18:30:57 D/M/Y:26/10/2017
13.264 7.37 93.20 15650.00 8451.00 9.04 1.01 7.06 67.60 18:35:58 D/M/Y:26/10/2017
13.230 7.34 92.50 15580.00 8414.00 8.99 1.01 7.00 66.80 18:40:59 D/M/Y:26/10/2017
13.002 7.33 92.20 15570.00 8409.00 8.99 1.01 6.89 65.70 18:45:59 D/M/Y:26/10/2017
12.935 7.31 91.10 15580.00 8415.00 8.99 1.01 6.75 64.10 18:51:0 D/M/Y:26/10/2017
12.972 7.28 90.50 15570.00 8408.00 8.98 1.01 6.42 60.80 18:56:1 D/M/Y:26/10/2017
12.974 7.26 90.00 15530.00 8386.00 8.96 1.01 6.31 59.90 19:1:1 D/M/Y:26/10/2017
12.776 7.23 89.90 15510.00 8377.00 8.94 1.01 5.85 55.50 19:6:2 D/M/Y:26/10/2017
12.946 7.21 89.40 15540.00 8394.00 8.96 1.01 5.84 55.20 19:11:3 D/M/Y:26/10/2017
12.770 7.20 88.60 15520.00 8382.00 8.95 1.01 5.65 53.40 19:16:3 D/M/Y:26/10/2017
12.632 7.18 87.80 15490.00 8368.00 8.93 1.01 5.59 52.70 19:21:4 D/M/Y:26/10/2017
12.637 7.18 86.90 15530.00 8390.00 8.95 1.01 5.45 51.30 19:26:4 D/M/Y:26/10/2017
12.605 7.17 86.10 15520.00 8381.00 8.94 1.01 5.54 52.10 19:31:5 D/M/Y:26/10/2017
12.439 7.16 84.60 15510.00 8380.00 8.94 1.01 5.57 52.40 19:36:6 D/M/Y:26/10/2017
12.457 7.15 83.60 15550.00 8402.00 8.96 1.01 5.36 50.20 19:41:6 D/M/Y:26/10/2017
12.491 7.15 82.70 15550.00 8400.00 8.96 1.01 5.15 48.30 19:46:7 D/M/Y:26/10/2017
12.132 7.15 81.60 15590.00 8422.00 8.98 1.01 5.33 49.80 19:51:8 D/M/Y:26/10/2017
12.101 7.14 80.10 15660.00 8458.00 9.02 1.01 5.29 49.20 19:56:8 D/M/Y:26/10/2017
12.068 7.14 78.90 15660.00 8460.00 9.02 1.01 5.18 48.20 20:1:9 D/M/Y:26/10/2017
11.828 7.13 78.60 15780.00 8522.00 9.09 1.01 5.14 47.50 20:6:10 D/M/Y:26/10/2017
10.773 7.13 77.10 16190.00 8743.00 9.32 1.01 5.29 47.80 20:11:10 D/M/Y:26/10/2017
10.204 7.12 75.00 16480.00 8904.00 9.48 1.01 5.15 45.90 20:16:11 D/M/Y:26/10/2017
10.713 7.12 73.40 16280.00 8794.00 9.37 1.01 5.01 45.00 20:21:12 D/M/Y:26/10/2017
9.591 7.13 71.60 16720.00 9034.00 9.61 1.01 5.07 44.50 20:26:12 D/M/Y:26/10/2017
8.958 7.10 71.00 17040.00 9202.00 9.78 1.01 5.79 50.10 20:31:13 D/M/Y:26/10/2017
8.821 7.10 68.80 17060.00 9214.00 9.79 1.01 11.36 97.80 20:36:14 D/M/Y:26/10/2017
8.614 7.10 67.40 17120.00 9247.00 9.82 1.01 11.91 101.80 20:41:14 D/M/Y:26/10/2017
8.789 7.11 64.30 17000.00 9181.00 9.75 1.01 12.01 103.00 20:46:15 D/M/Y:26/10/2017
8.620 7.09 63.80 16610.00 8974.00 9.52 1.01 11.94 102.80 20:51:16 D/M/Y:26/10/2017
8.769 7.26 55.80 15620.00 8437.00 8.90 1.01 12.13 104.30 20:56:16 D/M/Y:26/10/2017
8.955 7.53 62.90 15500.00 8373.00 8.83 1.01 12.05 103.70 21:1:17 D/M/Y:26/10/2017
8.957 7.72 67.00 15470.00 8353.00 8.81 1.01 11.93 103.10 21:6:18 D/M/Y:26/10/2017
9.117 7.82 69.80 15460.00 8352.00 8.82 1.01 11.97 103.80 21:11:18 D/M/Y:26/10/2017
8.967 7.88 74.40 15490.00 8367.00 8.83 1.01 11.91 103.30 21:16:19 D/M/Y:26/10/2017
9.137 7.91 73.10 15550.00 8402.00 8.87 1.01 11.82 102.70 21:21:20 D/M/Y:26/10/2017
9.293 7.93 74.10 15670.00 8462.00 8.94 1.01 11.90 103.40 21:26:20 D/M/Y:26/10/2017
9.437 7.94 73.90 15690.00 8473.00 8.96 1.01 11.83 103.10 21:31:21 D/M/Y:26/10/2017
9.419 7.94 70.00 15680.00 8471.00 8.96 1.01 11.80 103.10 21:36:22 D/M/Y:26/10/2017
9.625 7.93 66.20 15710.00 8483.00 8.98 1.01 11.77 103.40 21:41:22 D/M/Y:26/10/2017
9.686 7.92 64.20 15800.00 8532.00 9.04 1.01 11.71 102.90 21:46:23 D/M/Y:26/10/2017
9.786 7.87 61.50 15770.00 8518.00 9.03 1.01 11.65 102.70 21:51:24 D/M/Y:26/10/2017
9.986 7.86 60.10 15770.00 8519.00 9.03 1.01 11.65 103.20 21:56:24 D/M/Y:26/10/2017
9.963 7.87 58.00 15860.00 8566.00 9.09 1.01 11.53 102.20 22:1:25 D/M/Y:26/10/2017
10.265 7.85 54.90 15850.00 8559.00 9.09 1.01 11.47 102.30 22:6:26 D/M/Y:26/10/2017
10.436 7.84 54.00 15820.00 8547.00 9.08 1.01 11.42 102.20 22:11:26 D/M/Y:26/10/2017
10.623 7.17 50.60 16250.00 8776.00 9.34 1.01 11.47 102.70 22:16:27 D/M/Y:26/10/2017
10.658 7.11 54.10 16240.00 8769.00 9.34 1.01 11.20 100.80 22:21:28 D/M/Y:26/10/2017
